	len_changed	len_not_found	not_found	changed
Synthesis of IP2, IP, and Ins in the cytosol	0	0	[]	{}
Synthesis of IP3 and IP4 in the cytosol	0	0	[]	{}
Synthesis of IPs in the ER lumen	0	0	[]	{}
Synthesis of IPs in the nucleus	0	0	[]	{}
Synthesis of Ketone Bodies	0	0	[]	{}
Synthesis of Leukotrienes (LT) and Eoxins (EX)	0	0	[]	{}
Synthesis of Lipoxins (LX)	0	0	[]	{}
Synthesis of PA	0	0	[]	{}
Synthesis of PC	0	0	[]	{}
Synthesis of PE	1	0	[]	{'PISD': 'SFI1'}
Synthesis of PG	0	0	[]	{}
Synthesis of PI	1	0	[]	{'CDS1': 'CHEK2'}
Synthesis of PIPs at the ER membrane	0	0	[]	{}
Synthesis of PIPs at the Golgi membrane	1	0	[]	{'INPP5E': 'PMPCA'}
Synthesis of PIPs at the early endosome membrane	0	0	[]	{}
Synthesis of PIPs at the late endosome membrane	0	0	[]	{}
Synthesis of PIPs at the plasma membrane	0	0	[]	{}
Synthesis of PIPs in the nucleus	1	0	[]	{'TMEM55B': 'PIP4P1'}
Synthesis of PS	0	0	[]	{}
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0	0	[]	{}
Synthesis of UDP-N-acetyl-glucosamine	0	0	[]	{}
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0	0	[]	{}
Synthesis of bile acids and bile salts	0	0	[]	{}
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0	0	[]	{}
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0	0	[]	{}
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0	0	[]	{}
Synthesis of diphthamide-EEF2	0	0	[]	{}
Synthesis of dolichyl-phosphate mannose	0	0	[]	{}
Synthesis of dolichyl-phosphate-glucose	0	0	[]	{}
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0	0	[]	{}
Synthesis of glycosylphosphatidylinositol (GPI)	0	0	[]	{}
Synthesis of pyrophosphates in the cytosol	0	0	[]	{}
Synthesis of substrates in N-glycan biosythesis	0	0	[]	{}
Synthesis of very long-chain fatty acyl-CoAs	0	0	[]	{}
Synthesis of wybutosine at G37 of tRNA(Phe)	0	0	[]	{}
Synthesis, secretion, and deacylation of Ghrelin	0	0	[]	{}
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	1	0	[]	{'GRP': 'LGALSL'}
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	1	0	[]	{'GIP': 'C1QTNF1'}
T41 mutants of beta-catenin aren't phosphorylated	0	0	[]	{}
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	0	0	[]	{}
TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	0	0	[]	{}
TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	0	0	[]	{}
TBC/RABGAPs	1	0	[]	{'RAB11B': 'RAB43'}
TCF dependent signaling in response to WNT	2	0	[]	{'H2AFX': 'H2AX', 'TCF4': 'TCF7L2'}
TCR signaling	4	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'LAT': 'SPNS1', 'FYB': 'FYB1'}
TET1,2,3 and TDG demethylate DNA	0	0	[]	{}
TFAP2 (AP-2) family regulates transcription of cell cycle factors	0	0	[]	{}
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0	0	[]	{}
TFAP2 (AP-2) family regulates transcription of other transcription factors	0	0	[]	{}
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	0	0	[]	{}
TGF-beta receptor signaling activates SMADs	1	0	[]	{'STRAP': 'SRFBP1'}
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0	0	[]	{}
TGFBR1 KD Mutants in Cancer	0	0	[]	{}
TGFBR1 LBD Mutants in Cancer	0	0	[]	{}
TGFBR2 Kinase Domain Mutants in Cancer	0	0	[]	{}
TGFBR2 MSI Frameshift Mutants in Cancer	0	0	[]	{}
TICAM1 deficiency - HSE	0	0	[]	{}
TICAM1, RIP1-mediated IKK complex recruitment	0	0	[]	{}
TICAM1,TRAF6-dependent induction of TAK1 complex	0	0	[]	{}
TICAM1-dependent activation of IRF3/IRF7	0	0	[]	{}
TLR3 deficiency - HSE	0	0	[]	{}
TLR3-mediated TICAM1-dependent programmed cell death	0	0	[]	{}
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	1	0	[]	{'TRAF2': 'TANK'}
TNF signaling	1	3	['CRMA', 'SPI-2', 'UL36']	{'TRAF2': 'TANK'}
TNFR1-induced NFkappaB signaling pathway	1	0	[]	{'TRAF2': 'TANK'}
TNFR1-induced proapoptotic signaling	1	1	['UL36']	{'TRAF2': 'TANK'}
TNFR1-mediated ceramide production	0	0	[]	{}
TNFR2 non-canonical NF-kB pathway	3	0	[]	{'TNFSF6': 'FASLG', 'TRAF2': 'TANK', 'TNFRSF11B': 'BTF3P11'}
TNFs bind their physiological receptors	2	0	[]	{'TNFRSF11B': 'BTF3P11', 'TNFSF6': 'FASLG'}
TP53 Regulates Metabolic Genes	2	0	[]	{'GLS': 'GLS2', 'GPI': 'GNPDA1'}
TP53 Regulates Transcription of Caspase Activators and Caspases	0	0	[]	{}
TP53 Regulates Transcription of Cell Cycle Genes	1	0	[]	{'RQCD1': 'CNOT9'}
TP53 Regulates Transcription of Cell Death Genes	0	0	[]	{}
TP53 Regulates Transcription of DNA Repair Genes	0	0	[]	{}
TP53 Regulates Transcription of Death Receptors and Ligands	0	0	[]	{}
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0	0	[]	{}
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0	0	[]	{}
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0	0	[]	{}
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	1	0	[]	{'RQCD1': 'CNOT9'}
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	0	0	[]	{}
TRAF3 deficiency - HSE	0	0	[]	{}
TRAF3-dependent IRF activation pathway	0	0	[]	{}
TRAF6 mediated IRF7 activation	1	0	[]	{'TRAF2': 'TANK'}
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	0	0	[]	{}
TRAF6 mediated NF-kB activation	1	0	[]	{'TRAF2': 'TANK'}
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0	0	[]	{}
TRAF6-mediated induction of TAK1 complex within TLR4 complex	0	0	[]	{}
TRAIL  signaling	0	0	[]	{}
TRIF(TICAM1)-mediated TLR4 signaling	0	0	[]	{}
TRIF-mediated programmed cell death	0	0	[]	{}
TRKA activation by NGF	0	0	[]	{}
TRP channels	1	0	[]	{'TRPC7': 'TRPM2'}
TWIK related potassium channel (TREK)	0	0	[]	{}
TWIK-related alkaline pH activated K+ channel (TALK)	0	0	[]	{}
TWIK-related spinal cord K+ channel (TRESK)	0	0	[]	{}
TWIK-releated acid-sensitive K+ channel (TASK)	0	0	[]	{}
TYSND1 cleaves peroxisomal proteins	0	0	[]	{}
Tachykinin receptors bind tachykinins	0	0	[]	{}
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	0	0	[]	{}
Tandem pore domain halothane-inhibited K+ channel (THIK)	0	0	[]	{}
Tandem pore domain potassium channels	0	0	[]	{}
Tat-mediated HIV elongation arrest and recovery	0	1	['tat']	{}
Tat-mediated elongation of the HIV-1 transcript	0	1	['tat']	{}
Telomere C-strand (Lagging Strand) Synthesis	3	0	[]	{'TEN1': 'TENM1', 'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
Telomere C-strand synthesis initiation	1	0	[]	{'TEN1': 'TENM1'}
Telomere Extension By Telomerase	1	0	[]	{'GAR1': 'CNGB1'}
Telomere Maintenance	5	0	[]	{'TEN1': 'TENM1', 'LIG1': 'LRIG1', 'H2AFX': 'H2AX', 'GAR1': 'CNGB1', 'RPA1': 'POLR1A'}
Terminal pathway of complement	0	0	[]	{}
Termination of O-glycan biosynthesis	0	0	[]	{}
Termination of translesion DNA synthesis	2	0	[]	{'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	1	0	[]	{'NOS3': 'NANOS3'}
The AIM2 inflammasome	0	0	[]	{}
The IPAF inflammasome	0	3	['fliC', 'prgJ', 'fljB']	{}
The NLRP1 inflammasome	0	0	[]	{}
The NLRP3 inflammasome	0	1	['hly']	{}
The activation of arylsulfatases	0	0	[]	{}
The canonical retinoid cycle in rods (twilight vision)	1	0	[]	{'RBP3': 'E2F1'}
The citric acid (TCA) cycle and respiratory electron transport	3	0	[]	{'TRAP1': 'HSP90B2P', 'PDP1': 'PLPP6', 'ME1': 'PCDHB16'}
The fatty acid cycling model	0	0	[]	{}
The phototransduction cascade	1	0	[]	{'SAG': 'RNF7'}
The proton buffering model	0	0	[]	{}
The retinoid cycle in cones (daylight vision)	1	0	[]	{'RBP3': 'E2F1'}
The role of GTSE1 in G2/M progression after G2 checkpoint	0	0	[]	{}
The role of Nef in HIV-1 replication and disease pathogenesis	0	1	['nef']	{}
Threonine catabolism	0	0	[]	{}
Thrombin signalling through proteinase activated receptors (PARs)	0	0	[]	{}
Thromboxane signalling through TP receptor	0	0	[]	{}
Thyroxine biosynthesis	2	0	[]	{'TPO': 'THPO', 'DIO1': 'DIDO1'}
Tie2 Signaling	0	0	[]	{}
Tight junction interactions	0	0	[]	{}
Tolerance by Mtb to nitric oxide produced by macrophages	0	13	['ggtA', 'ahpC', 'Rv1281c', 'msrA', 'tpx', 'adhE2', 'Rv2238c', 'Rv1282c', 'MT2748', 'Rv1283c', 'trxA', 'Rv1280c', 'glbN']	{}
Tolerance of reactive oxygen produced by macrophages	0	11	['katG', 'secD', 'secA1', 'ahpC', 'secA2', 'secF', 'sodC', 'secY', 'secG', 'sodB', 'secE']	{}
Toll Like Receptor 10 (TLR10) Cascade	0	1	['fliC']	{}
Toll Like Receptor 2 (TLR2) Cascade	0	2	['porB', 'mip']	{}
Toll Like Receptor 3 (TLR3) Cascade	0	0	[]	{}
Toll Like Receptor 4 (TLR4) Cascade	0	2	['porB', 'mip']	{}
Toll Like Receptor 5 (TLR5) Cascade	0	1	['fliC']	{}
Toll Like Receptor 7/8 (TLR7/8) Cascade	0	0	[]	{}
Toll Like Receptor 9 (TLR9) Cascade	0	0	[]	{}
Toll Like Receptor TLR1:TLR2 Cascade	0	2	['porB', 'mip']	{}
Toll Like Receptor TLR6:TLR2 Cascade	0	2	['porB', 'mip']	{}
Toll-like Receptor Cascades	0	3	['fliC', 'porB', 'mip']	{}
Toxicity of botulinum toxin type A (botA)	0	5	['HA-33', 'ha17', 'ha70', 'ntnha', 'botA']	{}
Toxicity of botulinum toxin type B (botB)	0	5	['HA-33', 'ha17', 'botB', 'ha70', 'ntnha']	{}
Toxicity of botulinum toxin type C (botC)	0	0	[]	{}
Toxicity of botulinum toxin type D (botD)	0	1	['botD']	{}
Toxicity of botulinum toxin type E (botE)	0	2	['ntnha', 'botE']	{}
Toxicity of botulinum toxin type F (botF)	0	1	['botF']	{}
Toxicity of botulinum toxin type G (botG)	0	1	['botG']	{}
Toxicity of tetanus toxin (tetX)	0	1	['tetX']	{}
Trafficking and processing of endosomal TLR	0	0	[]	{}
Trafficking of AMPA receptors	0	0	[]	{}
Trafficking of GluR2-containing AMPA receptors	0	0	[]	{}
Trafficking of myristoylated proteins to the cilium	1	0	[]	{'RP2': 'STK19B'}
Transcription from mitochondrial promoters	0	0	[]	{}
Transcription of E2F targets under negative control by DREAM complex	0	0	[]	{}
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	0	0	[]	{}
Transcription of SARS-CoV-1 sgRNAs	0	4	['rep', 'N', '1a', 'SARS coronavirus, complete genome']	{}
Transcription of SARS-CoV-2 sgRNAs	0	4	['pp1a', 'N', 'rep', 'SARS coronavirus, complete genome']	{}
Transcription of the HIV genome	1	1	['tat']	{'TAF4B': 'PAPPA-AS1'}
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	4	0	[]	{'LIG1': 'LRIG1', 'ISY1': 'RAB43', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Transcriptional  activation of  cell cycle inhibitor p21	0	0	[]	{}
Transcriptional Regulation by E2F6	1	0	[]	{'MGA': 'MGAM'}
Transcriptional Regulation by MECP2	2	0	[]	{'HTT': 'SLC6A4', 'PVALB': 'MB'}
Transcriptional Regulation by TP53	9	0	[]	{'TAF4B': 'PAPPA-AS1', 'BRIP1': 'MRPL36', 'RQCD1': 'CNOT9', 'NBN': 'ARTN', 'RPA1': 'POLR1A', 'RAD1': 'ERCC4', 'GLS': 'GLS2', 'GPI': 'GNPDA1', 'TMEM55B': 'PIP4P1'}
Transcriptional Regulation by VENTX	0	0	[]	{}
Transcriptional activation of mitochondrial biogenesis	3	0	[]	{'ATP5B': 'ATP5F1B', 'MTERF': 'MTERF1', 'PEO1': 'TWNK'}
Transcriptional activation of p53 responsive genes	0	0	[]	{}
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	0	0	[]	{}
Transcriptional regulation by RUNX1	2	1	['CSF2 gene']	{'H2AFX': 'H2AX', 'MIR378': 'MIR378A'}
Transcriptional regulation by RUNX2	0	0	[]	{}
Transcriptional regulation by RUNX3	2	0	[]	{'CTGF': 'CCN2', 'SPP1': 'CXXC1'}
Transcriptional regulation by small RNAs	2	0	[]	{'POM121': 'POMZP3', 'H2AFX': 'H2AX'}
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0	0	[]	{}
Transcriptional regulation of granulopoiesis	1	0	[]	{'H2AFX': 'H2AX'}
Transcriptional regulation of pluripotent stem cells	1	2	['POU5F1 (OCT4)', 'EPAS1 (HIF2A)']	{'FGF2': 'FGF13'}
Transcriptional regulation of testis differentiation	0	0	[]	{}
Transcriptional regulation of white adipocyte differentiation	0	0	[]	{}
Transfer of LPS from LBP carrier to CD14	0	0	[]	{}
Transferrin endocytosis and recycling	0	0	[]	{}
Translation	7	6	['7SL RNA (ENSG00000222639)', '18S rRNA', '7SL RNA (ENSG00000222619)', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'HARS2': 'DTD1', 'MRPS28': 'MRPS35', 'RPL13': 'MRPL13', 'MRPL27': 'MRPL41', 'RPL10': 'RPL15', 'DAP3': 'DLGAP3', 'RPL36A': 'RPL36AL'}
Translation initiation complex formation	0	1	['18S rRNA']	{}
Translation of Replicase and Assembly of the Replication Transcription Complex	0	5	['SARS coronavirus, complete genome', 'rep', '9b', '8b', '1a']	{}
Translation of structural proteins	0	6	['M', 'S', 'SARS coronavirus, complete genome', 'N', '3a', 'E']	{}
Translesion Synthesis by POLH	2	0	[]	{'RPA1': 'POLR1A', 'UFD1L': 'UFD1'}
Translesion synthesis by POLI	1	0	[]	{'RPA1': 'POLR1A'}
Translesion synthesis by POLK	2	0	[]	{'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Translesion synthesis by REV1	1	0	[]	{'RPA1': 'POLR1A'}
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	3	0	[]	{'UFD1L': 'UFD1', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Translocation of SLC2A4 (GLUT4) to the plasma membrane	0	0	[]	{}
Translocation of ZAP-70 to Immunological synapse	0	0	[]	{}
Transmission across Chemical Synapses	4	0	[]	{'GLS': 'GLS2', 'GRIK2': 'GRIK5', 'GRIN1': 'GPRIN1', 'DLG3': 'MPP3'}
Transmission across Electrical Synapses	2	0	[]	{'GJA10': 'GJA9', 'GJC1': 'GJD3'}
Transport and synthesis of PAPS	0	0	[]	{}
Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	1	2	['M', 'HA']	{'NA': 'XK'}
Transport of Mature Transcript to Cytoplasm	2	0	[]	{'POM121': 'POMZP3', 'U2AF1L4': 'IGFLR1'}
Transport of Mature mRNA Derived from an Intronless Transcript	1	0	[]	{'POM121': 'POMZP3'}
Transport of Mature mRNA derived from an Intron-Containing Transcript	2	0	[]	{'POM121': 'POMZP3', 'U2AF1L4': 'IGFLR1'}
Transport of Mature mRNAs Derived from Intronless Transcripts	1	0	[]	{'POM121': 'POMZP3'}
Transport of Ribonucleoproteins into the Host Nucleus	5	1	['PB2']	{'PB1': 'PBRM1', 'POM121': 'POMZP3', 'NS': 'GNL3', 'PA': 'EPB42', 'NP': 'CTF2P'}
Transport of bile salts and organic acids, metal ions and amine compounds	1	0	[]	{'SLC6A5': 'SLC6A2'}
Transport of connexins along the secretory pathway	0	0	[]	{}
Transport of connexons to the plasma membrane	0	0	[]	{}
Transport of fatty acids	0	0	[]	{}
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	0	0	[]	{}
Transport of glycerol from adipocytes to the liver by Aquaporins	1	0	[]	{'AQP9': 'AQP7'}
Transport of inorganic cations/anions and amino acids/oligopeptides	0	0	[]	{}
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0	0	[]	{}
Transport of nucleotide sugars	0	0	[]	{}
Transport of organic anions	1	0	[]	{'ALB': 'FBF1'}
Transport of small molecules	10	0	[]	{'TRPC7': 'TRPM2', 'MIP': 'MAFIP', 'SGK2': 'SGK3', 'ALB': 'FBF1', 'AQP9': 'AQP7', 'ATP2B2': 'ATP2B4', 'VDAC3': 'VDAC1P5', 'MTTP': 'MT-TP', 'SLC6A5': 'SLC6A2', 'C2orf47': 'MAIP1'}
Transport of the SLBP Dependant Mature mRNA	1	0	[]	{'POM121': 'POMZP3'}
Transport of the SLBP independent Mature mRNA	1	0	[]	{'POM121': 'POMZP3'}
Transport of vitamins, nucleosides, and related molecules	1	0	[]	{'ALB': 'FBF1'}
Transport to the Golgi and subsequent modification	6	0	[]	{'MGAT2': 'MOGAT2', 'NAPB': 'NAPSB', 'MGAT3': 'MOGAT3', 'NAPA': 'NAPSA', 'MIA2': 'CFAP73', 'ARFGAP1': 'ARFGAP3'}
Triglyceride biosynthesis	1	0	[]	{'GK2': 'GALK2'}
Triglyceride catabolism	1	0	[]	{'FABP5': 'FABP5P1'}
Triglyceride metabolism	2	0	[]	{'FABP5': 'FABP5P1', 'GK2': 'GALK2'}
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	0	0	[]	{}
Truncations of AMER1 destabilize the destruction complex	0	0	[]	{}
Tryptophan catabolism	0	0	[]	{}
Type I hemidesmosome assembly	1	0	[]	{'LAMA3': 'LAMA4'}
Type II Na+/Pi cotransporters	0	0	[]	{}
Tyrosine catabolism	1	0	[]	{'FAH': 'FANCA'}
UCH proteinases	1	0	[]	{'BAP1': 'RNF2'}
UNC93B1 deficiency - HSE	0	0	[]	{}
Ub-specific processing proteases	4	0	[]	{'USP16': 'USP21', 'VDAC3': 'VDAC1P5', 'UFD1L': 'UFD1', 'TRAF2': 'TANK'}
Ubiquinol biosynthesis	0	0	[]	{}
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	0	0	[]	{}
Ubiquitin-dependent degradation of Cyclin D	0	0	[]	{}
Unblocking of NMDA receptors, glutamate binding and activation	2	0	[]	{'DLG3': 'MPP3', 'GRIN1': 'GPRIN1'}
Uncoating of the HIV Virion	0	7	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr', 'nef']	{}
Uncoating of the Influenza Virion	5	3	['M', 'PB2', 'HA']	{'PA': 'EPB42', 'NS': 'GNL3', 'NP': 'CTF2P', 'PB1': 'PBRM1', 'NA': 'XK'}
Unfolded Protein Response (UPR)	4	2	['ATPV0D1', 'FKBP14 gene']	{'IL8': 'CXCL8', 'C19orf10': 'MYDGF', 'SRPR': 'SRPRA', 'ARFGAP1': 'ARFGAP3'}
Unwinding of DNA	1	0	[]	{'MCM2': 'MCM7'}
Uptake and actions of bacterial toxins	0	15	['pagA', 'ntnha', 'cya', 'ha70', 'botD', 'botA', 'tetX', 'ha17', 'sta1', 'lef', 'botE', 'HA-33', 'botG', 'botB', 'botF']	{}
Uptake and function of anthrax toxins	0	3	['cya', 'pagA', 'lef']	{}
Uptake and function of diphtheria toxin	0	0	[]	{}
Urea cycle	1	0	[]	{'CPS1': 'CYP21A2'}
Utilization of Ketone Bodies	0	0	[]	{}
VEGF binds to VEGFR leading to receptor dimerization	0	0	[]	{}
VEGF ligand-receptor interactions	0	0	[]	{}
VEGFA-VEGFR2 Pathway	4	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'NOS3': 'NANOS3', 'PXN': 'PXDN'}
VEGFR2 mediated cell proliferation	0	0	[]	{}
VEGFR2 mediated vascular permeability	3	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'NOS3': 'NANOS3'}
VLDL assembly	1	0	[]	{'MTTP': 'MT-TP'}
VLDL clearance	0	0	[]	{}
VLDLR internalisation and degradation	0	0	[]	{}
Variant SLC6A14 may confer susceptibility towards obesity	0	0	[]	{}
Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	0	0	[]	{}
Vasopressin regulates renal water homeostasis via Aquaporins	0	0	[]	{}
Vasopressin-like receptors	0	0	[]	{}
Vesicle-mediated transport	12	3	['IGHV', 'porB', 'IGLV']	{'LRP1': 'C1D', 'MIA2': 'CFAP73', 'NAPB': 'NAPSB', 'GJA10': 'GJA9', 'GJC1': 'GJD3', 'ARFGAP1': 'ARFGAP3', 'ST5': 'DENND2B', 'ALB': 'FBF1', 'RGP1': 'RGPD1', 'CPD': 'HOMER2', 'NAPA': 'NAPSA', 'RAB11B': 'RAB43'}
Vif-mediated degradation of APOBEC3G	0	1	['vif']	{}
Viral Messenger RNA Synthesis	5	1	['PB2']	{'PB1': 'PBRM1', 'POM121': 'POMZP3', 'NS': 'GNL3', 'PA': 'EPB42', 'NP': 'CTF2P'}
Viral RNP Complexes in the Host Cell Nucleus	4	2	['M', 'PB2']	{'PA': 'EPB42', 'NS': 'GNL3', 'NP': 'CTF2P', 'PB1': 'PBRM1'}
Viral mRNA Translation	8	7	['M', '18S rRNA', 'PB2', 'HA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'PA': 'EPB42', 'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'NP': 'CTF2P', 'NA': 'XK', 'PB1': 'PBRM1', 'NS': 'GNL3', 'RPL36A': 'RPL36AL'}
Virion Assembly and Release	0	7	['7a', 'S', 'SARS coronavirus, complete genome', '3a', 'E', 'M', 'N']	{}
Virus Assembly and Release	5	3	['M', 'PB2', 'HA']	{'PA': 'EPB42', 'NS': 'GNL3', 'NA': 'XK', 'NP': 'CTF2P', 'PB1': 'PBRM1'}
Visual phototransduction	4	0	[]	{'LRP1': 'C1D', 'RBP3': 'E2F1', 'RBP2': 'RIMBP2', 'SAG': 'RNF7'}
Vitamin B1 (thiamin) metabolism	0	0	[]	{}
Vitamin B2 (riboflavin) metabolism	0	0	[]	{}
Vitamin B5 (pantothenate) metabolism	0	0	[]	{}
Vitamin C (ascorbate) metabolism	1	0	[]	{'SLC23A2': 'SLC23A1'}
Vitamin D (calciferol) metabolism	0	0	[]	{}
Vitamin E	0	0	[]	{}
Vitamins	0	0	[]	{}
Vitamins B6 activation to pyridoxal phosphate	0	0	[]	{}
Voltage gated Potassium channels	0	0	[]	{}
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	0	1	['vpr']	{}
Vpr-mediated nuclear import of PICs	1	6	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr']	{'POM121': 'POMZP3'}
Vpu mediated degradation of CD4	0	1	['vpu']	{}
VxPx cargo-targeting to cilium	1	0	[]	{'PKD2': 'PRKD2'}
WNT ligand biogenesis and trafficking	0	0	[]	{}
WNT mediated activation of DVL	0	0	[]	{}
WNT5:FZD7-mediated leishmania damping	0	0	[]	{}
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	1	0	[]	{'ROR2': 'RORA'}
WNT5A-dependent internalization of FZD4	0	0	[]	{}
Wax and plasmalogen biosynthesis	0	0	[]	{}
Wax biosynthesis	0	0	[]	{}
XAV939 stabilizes AXIN	0	0	[]	{}
XBP1(S) activates chaperone genes	3	2	['FKBP14 gene', 'ATPV0D1']	{'C19orf10': 'MYDGF', 'SRPR': 'SRPRA', 'ARFGAP1': 'ARFGAP3'}
Xenobiotics	0	0	[]	{}
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1	0	[]	{'CTGF': 'CCN2'}
ZBP1(DAI) mediated induction of type I IFNs	0	0	[]	{}
Zinc efflux and compartmentalization by the SLC30 family	0	0	[]	{}
Zinc influx into cells by the SLC39 gene family	0	0	[]	{}
Zinc transporters	0	0	[]	{}
activated TAK1 mediates p38 MAPK activation	0	0	[]	{}
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	0	0	[]	{}
alpha-linolenic acid (ALA) metabolism	0	0	[]	{}
betaKlotho-mediated ligand binding	0	0	[]	{}
cGMP effects	0	0	[]	{}
cRNA Synthesis	4	1	['PB2']	{'PA': 'EPB42', 'NS': 'GNL3', 'NP': 'CTF2P', 'PB1': 'PBRM1'}
crenolanib-resistant FLT3 mutants	0	0	[]	{}
eNOS activation	1	0	[]	{'NOS3': 'NANOS3'}
gilteritinib-resistant FLT3 mutants	0	0	[]	{}
lestaurtinib-resistant FLT3 mutants	0	0	[]	{}
linifanib-resistant FLT3 mutants	0	0	[]	{}
mRNA 3'-end processing	1	0	[]	{'U2AF1L4': 'IGFLR1'}
mRNA Capping	0	0	[]	{}
mRNA Editing	0	0	[]	{}
mRNA Editing: A to I Conversion	0	0	[]	{}
mRNA Editing: C to U Conversion	0	0	[]	{}
mRNA Splicing	5	0	[]	{'SNRPD1': 'SNRPD2', 'RNU12': 'RNU12-2P', 'U2AF1L4': 'IGFLR1', 'ISY1': 'RAB43', 'SF1': 'NR5A1'}
mRNA Splicing - Major Pathway	4	0	[]	{'SNRPD1': 'SNRPD2', 'U2AF1L4': 'IGFLR1', 'ISY1': 'RAB43', 'SF1': 'NR5A1'}
mRNA Splicing - Minor Pathway	2	0	[]	{'SNRPD1': 'SNRPD2', 'RNU12': 'RNU12-2P'}
mRNA decay by 3' to 5' exoribonuclease	0	0	[]	{}
mRNA decay by 5' to 3' exoribonuclease	0	0	[]	{}
mTORC1-mediated signalling	0	0	[]	{}
midostaurin-resistant FLT3 mutants	0	0	[]	{}
mitochondrial fatty acid beta-oxidation of saturated fatty acids	0	0	[]	{}
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0	0	[]	{}
p130Cas linkage to MAPK signaling for integrins	0	0	[]	{}
p38MAPK events	0	0	[]	{}
p53-Dependent G1 DNA Damage Response	1	0	[]	{'RFWD2': 'COP1'}
p53-Dependent G1/S DNA damage checkpoint	1	0	[]	{'RFWD2': 'COP1'}
p53-Independent DNA Damage Response	0	0	[]	{}
p53-Independent G1/S DNA damage checkpoint	0	0	[]	{}
p75 NTR receptor-mediated signalling	1	0	[]	{'NET1': 'SLC6A2'}
p75NTR negatively regulates cell cycle via SC1	0	0	[]	{}
p75NTR recruits signalling complexes	0	0	[]	{}
p75NTR regulates axonogenesis	0	0	[]	{}
p75NTR signals via NF-kB	0	0	[]	{}
pexidartinib-resistant FLT3 mutants	0	0	[]	{}
phospho-PLA2 pathway	0	0	[]	{}
ponatinib-resistant FLT3 mutants	0	0	[]	{}
quizartinib-resistant FLT3 mutants	0	0	[]	{}
rRNA modification in the mitochondrion	0	0	[]	{}
